,year,title,director,cast,genre,producer,link,music,cast_size,imdb
1,1965,Aasai Mugam,P. Pullaiah,"M. G. Ramachandran, B. Sarojadevi, M. N. Nambiar",null,Mohan Productions,/wiki/Aasai_Mugam,S. M. Subbaiah Naidu,3,6.6
2,1965,Aavathellaam Pennaale[3]Dubbed from Telugu Dhampathyam 1957 film,E. Appa Rao,Dialogues: Chandar[4],null,Lingampatti Muthaiah (Nadar Films),/w/index.php?title=Aavathellaam_Pennaale&action=edit&redlink=1,Jeevan,1,
3,1965,Ayirathil Oruvan,B. R. Panthulu,"M. G. Ramachandran, Jayalalitha, M. N. Nambiar",null,Padmini Pictures,/wiki/Aayirathil_Oruvan_(1965_film),Viswanathan Ramamoorthy,3,7.1
4,1965,Anandhi,P. Neelakantan,"S. S. Rajendran, C. R. Vijayakumari, M. R. Radha",null,A.L.S. Productions,/wiki/Anandhi_(film),M.S. Viswanathan,3,
5,1965,Anbu Karangal,K. Shankar,"Sivaji Ganesan, Manimala Devika, Nagesh",null,Santhi Films,/wiki/Anbu_Karangal,R. Sudarsanam,3,
6,1965,Enga Veetu Penn,Tapi Chanakya,"A. V. M. Rajan, Jaishankar, Vijaya Nirmala, Vasantha",null,Vijaya Combines Productions,/wiki/Enga_Veetu_Penn,M. S. Viswanathan,4,
7,1965,Enga Veettu Pillai,Tapi Chanakya,"M. G. Ramachandran, B. Sarojadevi, S. V. Ranga Rao",null,Vijaya Combines Productions,/wiki/Enga_Veettu_Pillai,Viswanathan Ramamoorthy,3,7.1
8,1965,Ennathan Mudivu,K. S. Gopalakrishnan,"A. V. M. Rajan, Anjali Devi, Vasanthi, Vennira Aadai Nirmala, Nagesh",null,Ravi Productions,/wiki/Ennathan_Mudivu,K. V. Mahadevan,5,
9,1965,Hello Mister Zamindar,K. J. Mahadevan,"Gemini Ganesan, Savitri, M. R. Radha",null,Sudarsanam Pictures,/wiki/Hello_Mister_Zamindar,Viswanathan Ramamoorthy,3,6.1
10,1965,Idhaya Kamalam,L. V. Prasad,"Ravichandran, K. R. Vijaya, Nagesh",null,Prasad Productions,/wiki/Idhaya_Kamalam,K. V. Mahadevan,3,
11,1965,Iravum Pagalum,Joseph Thaliath Jr.,"Jaishankar, Vasantha, Nagesh",null,Citadel Studios,/wiki/Iravum_Pagalum,T. R. Pappa,3,
12,1965,Kaakum Karangal,A. C. Tirulokchandar,"S. S. Rajendran, S. V. Ranga Rao, C. R. Vijayakumari",null,AVM Productions,/wiki/Kaakum_Karangal,K. V. Mahadevan,3,
13,1965,Kaattu Rani,M. A. Thirumugam,"K. R. Vijaya, S. A. Ashokan, K. Balaji, Sheela",null,Dhandayuthapani Films,/wiki/Kaattu_Rani_(1965_film),P. S. Diwakar,4,
14,1965,Kalangarai Vilakkam,K. Shankar,"M. G. Ramachandran, B. Sarojadevi, Nagesh",null,Saravana Films,/wiki/Kalangarai_Vilakkam,M. S. Viswanathan,3,6.4
15,1965,Kalyana Mandapam,Maa. Raa.,"C. L. Anandan, K. R. Vijaya, Ravichandran, R. S. Manohar",null,Dhanalakshmi Theatres,/wiki/Kalyana_Mandapam_(1965_film),R. Parthasarathy,4,
16,1965,Kanni Thaai,M. A. Thirumugam,"M. G. Ramachandran, Jayalalitha, V. K. Ramasamy",null,Devar Films,/wiki/Kanni_Thaai,K. V. Mahadevan,3,6.7
17,1965,Karthigai Deepam,A. Kasilingam,"S. A. Ashokan, C. Vasantha, Leelavathi, Vijayan",null,M. K. Movies,/wiki/Karthigai_Deepam_(film),R. Sudarsanam,4,9.2
18,1965,Kuzhandaiyum Deivamum,Krishnan-Panju,"Jaishankar, Jamuna, Nagesh",null,AVM Productions,/wiki/Kuzhandaiyum_Deivamum,M. S. Viswanathan,3,7.3
19,1965,Maganey Kel,Mukta V. Srinivasan,"S. S. Rajendran, Pushpalatha",null,Naval Films,/wiki/Maganey_Kel,Viswanathan Ramamoorthy,2,
20,1965,Maha Bharatham[5],Chandrakanth,,null,Hari Krishna Movies,https://ta.wikipedia.org/wiki/%E0%AE%AE%E0%AE%95%E0%AE%BE_%E0%AE%AA%E0%AE%BE%E0%AE%B0%E0%AE%A4%E0%AE%AE%E0%AF%8D_(%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%88%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%9F%E0%AE%AE%E0%AF%8D),G. Devarajan,1,7.2
21,1965,Naanal,K. Balachander,"K. R. Vijaya, Muthuraman, Sowkar Janaki",null,Saravana Pictures,/wiki/Naanal_(film),V. Kumar,3,5.7
22,1965,Nee!,T. R. Ramanna,"Jaishankar, Jayalalithaa",null,Sri Vinayaka Pictures,/wiki/Nee!,M. S. Viswanathan,2,5.7
23,1965,Neela Vaanam,P. Madhavan,"Sivaji Ganesan, Devika, Rajashree",null,Pattu Films,/wiki/Neela_Vaanam,M. S. Viswanathan,3,
24,1965,Neerkumizhi,K. Balachander,"Nagesh, Major Sundarrajan, V. Gopalakrishnan",null,Arunachalam Pictures,/wiki/Neerkumizhi,V. Kumar,3,7.8
25,1965,Oru Viral,C. M. V. Raman,"Krishna Rao, Thengai Srinivasan, Radhika",null,Associated Artistes,/wiki/Oru_Viral,Vedha,3,
26,1965,Paditha Manaivi,N. Krishnaswamy,"S. S. Rajendran, C. R. Vijayakumari, S. V. Ranga Rao, M. R. Radha, Manorama",null,Bala Movies,/w/index.php?title=Paditha_Manaivi&action=edit&redlink=1,K. V. Mahadevan,5,
27,1965,Panam Padaithavan,T. R. Ramanna,"M. G. Ramachandran, K. R. Vijaya, Sowcar Janaki, R. S. Manohar",null,R. R. Pictures,/wiki/Panam_Padaithavan,Viswanathan Ramamoorthy,4,7.0
28,1965,Panam Tharum Parisu,M. Krishnaswamy[6],"Thiruchi Soundararajan, S. M. Raman, V. N. Ramalingam, M. K. Manavalan, A. V. Prabhakar, V. R. Thilakam, Ramanathilakam,Rathnadevi, Kamaladevi[7]",null,Surya Films,/w/index.php?title=Panam_Tharum_Parisu&action=edit&redlink=1,ChelladuraiT. S. Nades,9,7.0
29,1965,Panchavarna Kili,K. Shankar,"Jaishankar, R. Muthuraman, K. R. Vijaya, Nagesh",null,Saravana Films,/wiki/Panchavarna_Kili,M. S. Viswanathan,4,
