,year,title,director,cast,genre,producer,link,music,cast_size,imdb
1,1975,Aan Pillai Singam,S. P. Muthuraman,"Sivakumar, R. Muthuraman, Sujatha, Sripriya, Vijayakumar, Cho",null,Arun Chandra Movies,/wiki/Aan_Pillai_Singam,Vijaya Bhaskar,6,
2,1975,Aayirathil Oruthi,Avinashi Mani,"K. R. Vijaya, K. Balaji, Srikanth, Kamal Haasan, Sujatha, Jayasudha, Thengai Srinivasan, Manorama",null,K. R. G. Pictures,/wiki/Aayirathil_Oruthi,V. Kumar,8,6.3
3,1975,Amudha,K. Venkatraman,"Ravichandran, R. Muthuraman, C. R. Vijayakumari, Rajasree, Nagesh",null,Sri Poongavanathal Pictures,/w/index.php?title=Amudha_(film)&action=edit&redlink=1,M. S. Viswanathan,5,
4,1975,Anaiya Vilakku,Krishnan–Panju,"M. K. Muthu, Vennira Aadai Nirmala, Lakshmi, Srikanth, Padmapriya",null,Anjugam Pictures,/w/index.php?title=Anaiya_Vilakku&action=edit&redlink=1,M. S. Viswanathan,5,
5,1975,Anbe Aaruyire,A. C. Tirulokchandar,"Sivaji Ganesan, Manjula, Nagesh, K. A. Thangavelu, Manorama, Suruli Rajan",null,Amutham Pictures,/wiki/Anbe_Aaruyire_(1975_film),M. S. Viswanathan,6,6.0
6,1975,Anbu Roja,Devaraj–Mohan,"R. Muthuraman, Latha, Thengai Srinivasan",null,Sulochana Pictures,/w/index.php?title=Anbu_Roja&action=edit&redlink=1,Sankar Ganesh,3,
7,1975,Andharangam,V. Srinivasan,"Kamal Haasan, Deepa, Major Sundarrajan, Savitri, Cho, Thengai Srinivasan, Manorama, Sukumari, Kumari Padmini",null,Maya Arts,/wiki/Andharangam,G. Devarajan,9,5.8
8,1975,Apoorva Raagangal,K. Balachander,"Kamal Haasan, Major Sundarrajan, Srividya, Jayasudha, Nagesh, Rajinikanth",null,Kalakendra Movies,/wiki/Apoorva_Raagangal,M. S. Viswanathan,6,7.5
9,1975,Avalukku Aayiram Kangal,T. R. Ramanna,"Jayalalithaa, Jaishankar, Ravichandran, Cho",null,A. B. Creations,/wiki/Avalukku_Aayiram_Kangal,T. K. Ramamoorthy,4,
10,1975,Avandhan Manidhan,A. C. Tirulokchandar,"Sivaji Ganesan, Jayalalithaa, Manjula, R. Muthuraman, Cho, Sachu",null,Rasi Enterprises,/wiki/Avandhan_Manidhan,M. S. Viswanathan,6,7.2
