,year,title,director,cast,genre,producer,link,cast_size,music,imdb
1,2005,Dancer,Keyar,"Kutty, Robert, Kanika",Drama,,/wiki/Dancer_(2005_film),3,Pravin Mani,6.9
2,2005,Aayudham,M. A. Murugesh,"Prashanth, Sneha",Action,,/wiki/Aayudham_(2005_film),2,"Dhina,Dhina",
3,2005,Ayya,Hari,"Sarath Kumar, Nayantara, Napoleon",Action,,/wiki/Ayya_(2005_Tamil_film),3,"Bharadwaj,Bharadwaj",5.7
4,2005,Devathaiyai Kanden,Boopathy Pandian,"Dhanush, Sridevi Vijayakumar, Kunal",Romance,,/wiki/Devathaiyai_Kanden,3,"Deva,composer,Deva",4.4
5,2005,Thirupaachi,Perarasu,"Vijay, Trisha Krishnan, Mallika",Action,,/wiki/Thirupaachi,3,"Dhina,Devi Sri Prasad,one song,Mani Sharma,one song",5.8
6,2005,Iyer IPS,Hari Rajan,"Sathyaraj, Megha, Sanghavi",Action,,/wiki/Iyer_IPS,3,Dhina,
7,2005,Kannadi Pookal,K. Shahjahan,"Parthiban, Kaveri",Drama,,/wiki/Kannadi_Pookal,2,S. A. Rajkumar,6.7
8,2005,Ayodhya,R. Jayaprakash,"Mohankumar, Ramana, Rekha Unnikrishnan, Ragini Nandwani",Drama,,/wiki/Ayodhya_(2005_film),4,"Sabesh,Murali",
9,2005,Kannamma,S. S. Baba Vikram,"Meena, Prem Kumar, Bose Venkat",Drama,,/wiki/Kannamma_(film),3,S. A. Rajkumar,6.6
10,2005,Ji,N. Linguswamy,"Ajith Kumar, Trisha Krishnan",Action,,/wiki/Ji_(film),2,"Vidyasagar,Vidyasagar",4.5
11,2005,Ulla Kadathal,Pugazhendhi Thangaraj,"Vignesh, Yugendran, Kutty Radhika",,,/wiki/Ulla_Kadathal,3,"Bharadwaj,Bharadwaj",
12,2005,Sukran,S. A. Chandrasekhar,"Vijay, Ravi Krishna, Natassha",Action,,/wiki/Sukran,3,"Vijay Antony,Pravin Mani",3.1
13,2005,Kadhal Seiya Virumbu,Ravi Bhargavan,"Santhosh, Srisha, Aswitha",Romance,,/wiki/Kadhal_Seiya_Virumbu,3,G. Ram,
14,2005,Mannin Maindhan,Rama Narayanan,"Sathyaraj, Sibiraj, Suha",Romance,,/wiki/Mannin_Maindhan,3,Bharathwaj,
15,2005,Raam,Ameer,"Jiiva, Gajala, Saranya, Rahman",Thriller,,/wiki/Raam_(2005_film),4,,7.8
16,2005,Maayavi,Singampuli,"Suriya, Jyothika, Sathyan",Comedy,,/wiki/Maayavi,3,Devi Sri Prasad,4.8
17,2005,London,Sundar C.,"Prashanth, Ankitha, Mumtaj, Pandiarajan",Comedy,,/wiki/London_(2005_Indian_film),4,"Vidyasagar,Vidyasagar",4.4
18,2005,Karagattakkari,Bharathi Kannan,"Roja, SSR Kannan, Vilashini",Drama,,,3,,
19,2005,Kicha Vayasu 16,A. N. Rajagopal,"Simran, Manikandan, Jai Akash",Adult,,/wiki/Kicha_Vayasu_16,3,Dhina,
20,2005,Rightaa Thappaa,R. Bhuvana,"Ramana, Uma",Drama,,/wiki/Rightaa_Thappaa,2,Karthik Raja,
21,2005,Gurudeva,Jaffer,"Jai Akash, Pranathi",Romance,,/wiki/Gurudeva_(film),2,"Sabesh,Murali",
22,2005,Thaka Thimi Tha,Sundar C.,"Yuvakrishna, Ankitha, Vivek",Romance,,/wiki/Thaka_Thimi_Tha,3,D. Imman,
23,2005,Sevvel,Primose,"Jai Akash, Rajkiran, Misha",Drama,,/wiki/Sevvel,3,Aasan,
24,2005,Chandramukhi,P. Vasu,"Rajinikanth, Jyothika, Nayantara, Prabhu",Horror,,/wiki/Chandramukhi,4,"Vidyasagar,Vidyasagar",7.1
25,2005,Priyasakhi,K. S. Adhiyaman,"R. Madhavan, Sadha",Romance,,/wiki/Priyasakhi,2,Bharathwaj,4.6
26,2005,Sachein,John Mahendran,"Vijay, Genelia D'Souza, Bipasha Basu",Romance,,/wiki/Sachein,3,Devi Sri Prasad,6.9
27,2005,Mumbai Express,Singeetham Sreenivasa Rao,"Kamal Haasan, Manisha Koirala, Ramesh Aravind",Comedy,,/wiki/Mumbai_Xpress_(film),3,Ilayaraaja,5.8
28,2005,Jithan,Vincent Selva,"Githan Ramesh, Pooja, Sarath Kumar",Thriller,,/wiki/Jithan,3,Srikanth Deva,5.8
29,2005,Karka Kasadara,R. V. Udayakumar,"Vikranth, Lakshmi Rai, Diya",Romance,,/wiki/Karka_Kasadara,3,Prayog,3.5
30,2005,"6'2""",V. Senthil Kumar,"Sathyaraj, Sunitha Varma, Vadivelu",Thriller,,/wiki/6%272%22,3,,2.9
31,2005,Kana Kandaen,K. V. Anand,"Srikanth, Gopika, Prithviraj",Action Thriller,,/wiki/Kana_Kandaen,3,,6.6
32,2005,Amudhey,Ezhil,"Jai Akash, Madhumitha, Pranathi",Romance,,/wiki/Amudhey,3,Sunil Xavier,
33,2005,Arinthum Ariyamalum,Vishnuvardhan,"Arya, Navdeep, Sameksha, Prakash Raj",Action,,/wiki/Arinthum_Ariyamalum,4,Yuvan Shankar Raja,7.2
34,2005,Girivalam,Shivraj,"Shaam, Richard Rishi, Tanu Roy",Thriller,,/wiki/Girivalam,3,"Deva,Deva",
35,2005,Neeye Nijam,Indhran,"Shaan Vijay, Sumesh, Tejashree",Drama,,/wiki/Neeye_Nijam,3,"John Peter,John Peter",
36,2005,Pesuvoma,S. K. Udayan,"Kunal, Sharmilee",Romance,,/wiki/Pesuvoma,2,Parris Sekar,7.1
37,2005,Power of Women,Jayadevi,"Kushboo, Hariharan, Riyaz Khan",Drama,,/wiki/Power_of_Women_(film),3,"Vidyasagar,Vidyasagar",
38,2005,Ullam Ketkumae,Jeeva,"Shaam, Arya, Laila, Pooja, Asin",Romance,,/wiki/Ullam_Ketkumae,5,Harris Jayaraj,7.1
39,2005,Padhavi Paduthum Paadu,C. Ramalingam,"Ranjith, Anamika",Political Satire,,/wiki/Padhavi_Paduthum_Paadu,2,Gandhidasan,
40,2005,Anniyan,Shankar,"Vikram, Sadha, Prakash Raj, Vivek",Action Thriller,,/wiki/Anniyan,4,Harris Jayaraj,8.2
41,2005,Englishkaran,Sakthi Chidambaram,"Sathyaraj, Madhumitha, Namitha, Vadivelu",Comedy,,/wiki/Englishkaran,4,"Deva,Deva",5.3
42,2005,Pon Megalai,Sakthi Chithran,"Nithya Das, Abhinay, Charan Raj",,,/wiki/Pon_Megalai,3,Ilaiyaraaja,
43,2005,Kaatrullavarai,Radha Bharathi,"Jai Akash, Pranathi",Romance,,/wiki/Kaatrullavarai,2,"Bharani,composer,Bharani",
44,2005,Thirudiya Idhayathai,Murali Krishna,"Kunal, Suresh, Shubha Poonja",Romance,,,3,,
45,2005,Aadhikkam,V. C. Guhanathan,"Vignesh, Ranjith, Monal",Thriller,,/wiki/Aadhikkam,3,"Chandrabose,composer,Chandrabose",
46,2005,Chinna,Sundar C.,"Arjun, Sneha",Action,,/wiki/Chinna_(2005_film),2,D. Imman,4.3
47,2005,Ayul Regai,K. G. Ashok,"Thennavan, Karikalam, Sriji, Gayathri",Drama,,/wiki/Ayul_Regai,4,Abbas Rafi,
48,2005,February 14,S. P. Hosimin,"Bharath, Renuka Menon, Ajmal",Romance,,/wiki/February_14_(film),3,"Bharathwaj,D. Imman",5.2
49,2005,Daas,Babu Yogeswaran,"Jayam Ravi, Renuka Menon",Romance,,/wiki/Daas,2,Yuvan Shankar Raja,3.1
50,2005,Thullum Kaalam,Charana,"Pandiarajan, Rajeev, Vineetha, Tharika",Drama,,/wiki/Thullum_Kaalam,4,S. P. Boopathy,6.6
51,2005,Selvam,Agathiyan,"Nandha, Uma, Vani",Romance,,/wiki/Selvam_(2005_film),3,"Deva,Deva",
52,2005,Varapogum Sooriyane,S. Karuppusamy,"Trivikram, Priyanjali",,,/wiki/Varapogum_Sooriyane,2,"Deva,composer,Deva",
53,2005,Alaiyadikkuthu,Kalimuthu,"Sindhu Tolani, Neha Tolani, Prabha Reddy",Drama,,/wiki/Alaiyadikkuthu,3,"Bharani,Bharani",6.8
54,2005,ABCD,Saravana Subbiah,"Shaam, Sneha, Aparna Pillai, Nandana",Romance,,/wiki/ABCD_(film),4,D Imman,
55,2005,Ponniyin Selvan,Radha Mohan,"Ravi Krishna, Gopika, Revathi",Drama,,/wiki/Ponniyin_Selvan_(2005_film),3,,4.8
56,2005,Andha Naal Nyabagam,Mani Bharathy,"Ramana, Sridevika, Tejashree",Romance,,/wiki/Andha_Naal_Nyabagam,3,Bharathwaj,7.8
57,2005,Chidambarathil Oru Appasamy,Thangar Bachan,"Thangar Bachan, Navya Nair",Drama,,/wiki/Chidambarathil_Oru_Appasamy,2,Ilaiyaraaja,
58,2005,Oru Naal Oru Kanavu,Fazil,"Srikanth, Sonia Agarwal",Romance,,/wiki/Oru_Naal_Oru_Kanavu,2,Ilaiyaraaja,5.9
59,2005,Oru Kalluriyin Kathai,Nandha Periyasamy,"Arya, Sonia Agarwal",Romance,,/wiki/Oru_Kalluriyin_Kathai,2,Yuvan Shankar Raja,5.4
60,2005,Anbe Aaruyire,S. J. Surya,"S. J. Surya, Nila",Romance,,/wiki/Anbe_Aaruyire_(2005_film),2,A. R. Rahman,5.2
61,2005,Thotti Jaya,V. Z. Durai,"Silambarasan, Gopika",Action,,/wiki/Thotti_Jaya,2,"Harris Jayaraj,Yuvan Shankar Raja,1 Song",6.0
62,2005,Karpanai,Ashok Raj,"Harish Raghavendra, Keerthi, Sudhi Nambiar, Arpitha",Romance,,/wiki/Karpanai,4,"Santhosh Jayaraj,Karun",6.4
63,2005,Chanakya,A. Venkatesh,"Sarath Kumar, Namitha, Laya",Action,,/wiki/Chanakya_(2005_film),3,Srikanth Deva,4.0
64,2005,Kalaiyatha Ninaivugal,Suraj,"Vishwaji, Poorvaja",Romance,,,2,,
65,2005,Mudhal Aasai,A. R. Matheazhagan,"Ganesh, Santhosh, Sitara Vaidya",Romance,,/wiki/Mudhal_Aasai,3,Soundaryan,6.7
66,2005,Ghajini,AR Murugadoss,"Suriya, Asin, Nayantara",Action Thriller,,/wiki/Ghajini_(2005_film),3,Harris Jayaraj,7.5
