,year,title,director,cast,genre,producer,link,cast_size,music,imdb
1,2003,Dhool,Dharani,"Vikram, Jyothika, Reemma Sen",null,null,/wiki/Dhool,3,"Vidyasagar,Vidyasagar",7.1
2,2003,Anbe Sivam,Sundar C,"Kamal Haasan, Madhavan, Kiran",null,null,/wiki/Anbe_Sivam,3,"Vidyasagar,composer,Vidyasagar",8.7
3,2003,Annai Kaligambal,Rama Narayanan,"Livingston, Ramya Krishnan, Anu Prabhakar",null,null,/wiki/Annai_Kaligambal,3,"Deva,Deva",6.6
4,2003,Chokka Thangam,K. Bhagyaraj,"Vijayakanth, Soundarya, Prakash Raj",null,null,/wiki/Chokka_Thangam,3,"Deva,composer,Deva",6.2
5,2003,Kalatpadai,J. Ramesh,"Jai, Vidhu",null,null,/wiki/Kalatpadai,2,Bharathwaj,
6,2003,Ramachandra,Raj Kapoor,"Sathyaraj, Vijayalakshmi",null,null,/wiki/Ramachandra_(film),2,"Deva,Deva",
7,2003,Vaseegara,K. Selva Bharathy,"Vijay, Sneha",null,null,/wiki/Vaseegara_(film),2,S. A. Rajkumar,6.0
8,2003,Pop Corn,Nassar,"Mohanlal, Simran",null,null,/wiki/Pop_Corn_(2003_film),2,Yuvan Shankar Raja,3.8
9,2003,Aasai Aasaiyai,Ravi Mariya,"Jiiva, Sharmilee",null,null,/wiki/Aasai_Aasaiyai,2,Mani Sharma,4.8
10,2003,Anbu,Thalapathy Raj,"Bala, Deepu, Vadivelu",null,null,/wiki/Anbu_(2003_film),3,"Vidyasagar,Vidyasagar",
11,2003,Anbu Thollai,Hayath,"Pandiarajan, Ravali",null,null,/wiki/Anbu_Thollai,2,Soundaryan,
12,2003,Julie Ganapathi,Balu Mahendra,"Jayaram, Saritha, Ramya Krishnan",null,null,/wiki/Julie_Ganapathi,3,Ilaiyaraaja,6.0
13,2003,Kadhaludan,Rajakumaran,"Murali, Devayani",null,null,/wiki/Kadhaludan,2,S. A. Rajkumar,7.9
14,2003,Student Number 1,Selva,"Sibi Raj, Sherin",null,null,/wiki/Student_Number_1,2,"M. M. Keeravani,Maragatha Mani",
15,2003,Yes Madam,Rajaji,"Prabhu, Vijayalakshmi, Vindhya",null,null,/wiki/Yes_Madam_(2003_film),3,Bharani,7.3
16,2003,Military,G. Sai Suresh,"Sathyaraj, Rambha, Vijayalakshmi",null,null,/wiki/Military_(film),3,"Deva,Deva",
17,2003,Pallavan,Padmamagan,"Manoj Bharathiraja, Rathi",null,null,/wiki/Pallavan,2,"Vidyasagar,Vidyasagar",
18,2003,Manasellam,Santhosh,"Srikanth, Trisha",null,null,/wiki/Manasellam,2,Ilaiyaraaja,4.6
19,2003,Nilavil Kalangamillai,V. Sabrivel,"Agnivesh, Malar, Babilona",null,null,,3,,
20,2003,Pavalakkodi,Ram-CP Saravanan,"Vijay Sarathi, Robert, Paval, Shaama, Nirosha",null,null,/wiki/Pavalakkodi_(2003_film),5,Sirpy,
21,2003,Ennai Thalatta Varuvala,K. S. Ravindran,"Ajith Kumar, Vignesh, Reshma",null,null,/wiki/Ennai_Thalatta_Varuvala,3,M. Abniram,5.9
