,year,title,director,cast,genre,producer,link,music,cast_size,imdb
1,1962,Aadi Perukku,K. Shankar,"Gemini Ganesan, B. Saroja Devi, Devika, J. P. Chandrababu",null,Madhan Theatres,/wiki/Aadi_Perukku_(film),A. M. Rajah,4,
2,1962,Aalayamani,K. Shankar,"Sivaji Ganesan, B. Saroja Devi, S. S. Rajendran, C. R. Vijayakumari",null,P. S. V. Pictures,/wiki/Aalayamani,Viswanathan–Ramamoorthy,4,7.0
3,1962,Annai,Krishnan-Panju,"P. Bhanumathi, S. V. Ranga Rao, Haranath, Sowcar Janaki, Sachu, J. P. Chandrababu, Nagesh",null,AVM Productions,/wiki/Annai_(1962_film),R. Sudarsanam,7,6.6
4,1962,Asthikkoru Aanum Asaikku Oru Ponnum,K. Somu,"K. Balaji, B. Saroja Devi, K. A. Thangavelu",null,M. L. Pictures,/w/index.php?title=Asthikkoru_Aanum_Asaikku_Oru_Ponnum&action=edit&redlink=1,K. V. Mahadevan,3,
5,1962,Avana Ivan,S. Balachander,"S. Balachander, Vasanthi, Lakshmi Rajyam, Javar Seetharaman",null,S. B. Creations,/wiki/Avana_Ivan,S. Balachander,4,6.7
6,1962,Azhagu Nila,S. Raghavan,"Kalyan Kumar, Malini, R. Muthuraman, Vasanthi, K. A. Thangavelu, V. K. Ramasamy",null,Raghavan Productions,/wiki/Azhagu_Nila,K. V. Mahadevan,6,6.8
7,1962,Bale Pandiya,B. R. Panthulu,"Sivaji Ganesan, M. R. Radha, Devika",null,Padmini Pictures,/wiki/Bale_Pandiya_(1962_film),Viswanathan–Ramamoorthy,3,7.7
8,1962,Bandha Pasam,A. Bhimsingh,"Sivaji Ganesan, Gemini Ganesan, Savitri, Devika",null,Santhi Films,/wiki/Bandha_Pasam,Viswanathan–Ramamoorthy,4,5.1
9,1962,Deivathin Deivam,K. S. Gopalakrishnan,"S. S. Rajendran, C. R. Vijayakumari, Kumari Manimala",null,Chitra Productions,/wiki/Deivathin_Deivam,G. Ramanathan,3,
10,1962,Ethaiyum Thangum Ithaiyam,P. Neelakantan,"S. S. Rajendran, K. R. Ramasamy, C. R. Vijayakumari",null,Udhaya Sooriyan Productions,/wiki/Ethaiyum_Thangum_Ithaiyam,T. R. Pappa,3,
11,1962,Ellorum Vazhavendum,B. V. Acharya,"K. Balaji, M. R. Radha (Guest), S. A. Asokan, Malini, V. M. Ezhumalai, Nagesh",null,S. R. S. Pictures,/wiki/Ellorum_Vazhavendum,Rajan-Nagendra,6,6.4
