,year,title,director,cast,genre,producer,link,cast_size,music,imdb
48,1991,Mahamayi,Babubhai Mistry,"K. R. Vijaya, Shobana, Sridhar",null,Malar Combines,,3,,
49,1991,Manitha Jaathi,P. Kalaimani,"Sivakumar, Ramki, Nirosha",null,Everest Films,/wiki/Manitha_Jaathi,3,Ilaiyaraaja,
50,1991,Naan Pogum Paadhai,Vetri Vendhan,"Vetri Vendhan, Anju",null,Thamizh Cine Arts,,2,,
51,1991,Pudhiya Raagam,Jayachitra,"Jayachitra, Rahman, Raghuvaran",null,Amresh Pictures,/wiki/Pudhiya_Raagam,3,Ilaiyaraaja,
52,1991,Thambi Varuvanam,F. S. Mariyar,"Mohan Chandra, Ragha Devi",null,Pidiling Productions,,2,,6.8
53,1991,Sendhoora Devi,Rama Narayanan,"Vivek, Kanaka, Shamili",null,Sri Thenandal Films,/wiki/Sendhoora_Devi,3,,
54,1991,Thanthu Vitten Ennai,C. V. Sridhar,"Vikram, Rohini",null,Chithraalaya Movies,/wiki/Thanthu_Vitten_Ennai,2,Ilaiyaraaja,6.6
55,1991,Vigneshwar,R. Raghu,"Karthik, Kushboo, Geetha",null,Anbu Lakshmi Films,/wiki/Vigneshwar,3,"S. P. Venkatesh,Sangeetha Rajan",
56,1991,Maanagara Kaaval,M. Thiyagarajan,"Vijayakanth, Suman Ranganathan",null,AVM Productions,/wiki/Maanagara_Kaaval,2,,6.1
57,1991,Vaaku Moolam,K. Subash,"Isari Ganesh, K. S. Jayalakshmi",null,Thanuja Films,/w/index.php?title=Vaaku_Moolam&action=edit&redlink=1,2,,
58,1991,Ayul Kaithi,K. Subash,"Prabhu, Revathi",null,Ram Balaji Movies,/wiki/Ayul_Kaithi,2,Sankar Ganesh,8.5
59,1991,Archana IAS,A. Jagannathan,"Sithara, R. Sarathkumar, Siva",null,Deivanai Movies,/wiki/Archana_IAS,3,S. A. Rajkumar,
60,1991,Pondatti Pondattithan,Maniyan Sivabalan,"S. Ve. Shekher, Kadambari",null,VRJ Films,/wiki/Pondatti_Pondattithan,2,Gangai Amaran,
61,1991,Vaidehi Kalyanam,Manivasagam,"R. Sarathkumar, Rekha, Ramarjun, Uthra",null,Raja Pushpa Pictures,/wiki/Vaidehi_Kalyanam,4,"Deva,Deva",6.4
62,1991,Malaicharal,Rajan,"Ramkumar, Seema",null,Himalaya International,,2,,
63,1991,Mangalyam Thanthunane,Ravidasan,"K. Prabakaran, Vaishnavi, Ravi Rahul, Jeeva",null,Kokila Cine Arts,,4,,
64,1991,Veetla Eli Velila Puli,Venkat,"S. Ve. Shekher, Rupini",null,Kausalya Pictures,/w/index.php?title=Veetla_Eli_Velila_Puli&action=edit&redlink=1,2,,
65,1991,Azhagan,K. Balachander,"Mammootty, Bhanupriya, Geetha, Madhoo",null,Kavithalayaa Productions,/wiki/Azhagan,4,Maragathamani,7.0
66,1991,Anbu Sangili,B. Nithyaraj,"Anand Babu, Shamili",null,Sivasree Pictures,/wiki/Anbu_Sangili,2,Ilayagangai,
67,1991,Idhaya Oonjal,C. K. Surendran,"Anand Babu, Meena, Nizhalgal Ravi, Rekha",null,Great Success Films,,4,,
68,1991,Jenma Natchathiram,Thakkali Srinivasan,"Pramodh, Sindhja,  Nassar",null,Thirai Gangai Films,/wiki/Jenma_Natchathiram,3,Premi Seeni,
69,1991,Oorellam Un Paattu,Siraj,"Ramarajan, Aishwarya",null,Aiyanaar Cine Arts,/w/index.php?title=Oorellam_Un_Paattu&action=edit&redlink=1,2,,
70,1991,Idhayam,Kathir,"Murali, Heera",null,Sathya Jyothi Films,/wiki/Idhayam_(film),2,Ilaiyaraaja,6.8
71,1991,Naan Valartha Poove,Rajesh Khanna,"Gururajan, Rupini",null,Vijayalakshmi Movie Combines,,2,,
72,1991,Onnum Theriyatha Pappa,G. B. Thambi Durai,"Nizhalgal Ravi, Anand Babu, Raja, Silk Smitha, Sindhu, Meenakshi",null,Poonkuyil Pictures,,6,,8.0
73,1991,MGR Nagaril,Alleppey Ashraf,"Anand Babu, Sukanya",null,Super Good Films,/wiki/MGR_Nagaril,2,"S. Balakrishnan,S. Balakrishnan",
74,1991,Manasara Vazhthungalen,G. Parthibaraman,"Ramkumar, Sivaranjani",null,Gaja Nithi Films,,2,,
75,1991,Nee Pathi Naan Pathi,Vasanth,"Rahman, Gautami, Heera",null,Kavithalayaa Productions,/wiki/Nee_Pathi_Naan_Pathi,3,"M. M. Keeravani,Maragadha Mani",
76,1991,Thambikku Oru Paattu,Ashok Kumar,"Vikas Rishi, Varalakshmi, Silk Smitha",null,H. V. S. Productions,,3,,
77,1991,Vasanthakala Paravai,Pavithran,"R. Sarathkumar, Ramesh Aravind, Shali",null,A. R. S. Film International,/wiki/Vasanthakala_Paravai,3,"Deva,Deva",
78,1991,Kizhakku Karai,P. Vasu,"Prabhu, Kushboo",null,Sree Rajakaaliamman Enterprises,/wiki/Kizhakku_Karai,2,"Deva,Deva",
79,1991,Sirai Kadhavugal,T. R. Selvam,"Nizhalgal Ravi, Rekha",null,Cinemaalaya Film Circuit,,2,,8.2
80,1991,Sivaranjani,K. Rangaraj,"Aravind, Suchitra",null,Kala Chithra International,,2,,
81,1991,Nattukku Oru Nallavan,V. Ravichandran,"Rajinikanth, Juhi Chawla, Kushboo, V. Ravichandran",null,Sree Eshwari Productions,/wiki/Nattukku_Oru_Nallavan,4,Hamsalekha,5.3
82,1991,Oyilattam,R. Sundarrajan,"Raghunath, Sharmila",null,Liyo International,/w/index.php?title=Oyilattam_(film)&action=edit&redlink=1,2,,9.2
83,1991,Marupakkam,K. S. Sethumadhavan,"Sivakumar, Jayabharathi, Radha",null,National Film Development Corporation,/wiki/Marupakkam,3,L. Vaidyanathan,7.1
84,1991,Eeshwari,Rama Narayanan,"Nassar, Gautami, Anand Babu",null,Sri Sakthi Film Combines,,3,,6.6
85,1991,Oru Oomaiyin Raagam,C. Gurushankar,"C. Gurushankar, Mayuri",null,G. V. Cine Creations,,2,,
86,1991,Vaasalil Oru Vennila,Cochin Haneefa,"Nizhalgal Ravi, Amala",null,Murali Kala Manthir,/w/index.php?title=Vaasalil_Oru_Vennila&action=edit&redlink=1,2,,
87,1991,Iyumbathilum Aasai Varum,P. Kalaimani,"Raja Raveendar, Surli Rajan, Sathyakala",null,Mansoor Arts,,3,,
88,1991,Bramma,K. Subash,"Sathyaraj, Kushboo, Bhanupriya",null,Raj Films International,/wiki/Bramma,3,Ilaiyaraaja,6.4
89,1991,En Pottukku Sonthakkaran,Sekar Raja,"Ramki, Sasikala",null,Kavithalayaa Productions,/wiki/En_Pottukku_Sonthakkaran,2,"Deva,Deva",
90,1991,Gunaa,Santhana Bharathi,"Kamal Haasan, Roshini, Rekha",null,Swathi Chithra International,/wiki/Gunaa,3,Ilaiyaraaja,8.2
91,1991,Moondrezhuthil En Moochirukkum,Manobala,"Vijayakanth, Rupini",null,Seranaadu Movie Creations,/wiki/Moondrezhuthil_En_Moochirukkum,2,Ilayagangai,
92,1991,Nenjamundu Nermaiundu,E. Ramdoss,"Ramarajan, Rupini",null,Maila Films,,2,,6.0
93,1991,Pillai Paasam,Cochin Haneefa,"Sivakumar, Ramki, Sumithra, Rupini",null,Poombukaar Productions,,4,,
94,1991,Rudhra,Sasi Mohan,"K. Bhagyaraj, Gautami, Lakshmi",null,Sree Rajeshwari Creations,/wiki/Rudhra_(film),3,Gangai Amaran,6.2
95,1991,Thalapathi,Mani Ratnam,"Rajinikanth, Mammootty, Shobana, Bhanupriya, Arvind Swamy, Geetha",null,G. V. Films,/wiki/Thalapathi,6,Ilaiyaraaja,8.5
96,1991,Thalattu Ketkuthamma,Raj Kapoor,"Prabhu, Kanaka, Mounika",null,Sivaji Productions,/wiki/Thalattu_Ketkuthamma,3,Ilaiyaraaja,5.0
97,1991,Putham Pudhu Payanam,K. S. Ravikumar,"Anand Babu, Chithra, Chinni Jayanth, Vivek",null,Super Good Films,/wiki/Putham_Pudhu_Payanam,4,,
98,1991,Thangamana Thangachi,Senthilnathan,"R. Sarathkumar, Aamani",null,Ganesh Cine Arts,/wiki/Thangamana_Thangachi,2,Sankar Ganesh,
99,1991,Vaidehi Vandhachu,Radha Bharathi,"Saravanan, Archana",null,Santhini Combines,,2,,7.4
100,1991,Anbulla Thangachikku,Chandranath,"Ramesh Aravind, Aishwarya",null,Anitha Arts,,2,,
101,1991,Pondatti Sonna Kettukanum,V. Sekhar,"Chandrasekhar, Bhanupriya",null,Jayalakshmi Movie Combines,/wiki/Pondatti_Sonna_Kettukanum,2,Chandrabose,
102,1991,Paattondru Ketten,V. C. Guhanathan,"Rahman, Sithara",null,Balasubramaniam & Company (AVM),/wiki/Paattondru_Ketten,2,"M. M. Keeravani,Maragathamani",
103,1991,Aadi Viratham,Rama Narayanan,"Nizhalgal Ravi, Sithara",null,Sri Thenaandal Films,,2,,
104,1991,Thoodhu Poo Chellakiliye,Kasthuri Raja,"Varunraj, Kasthuri, Vaidehi, Shenbagam",null,Anbalaya Films,/w/index.php?title=Thoodhu_Poo_Chellakiliye&action=edit&redlink=1,4,,
105,1991,Kurumbukkaran,Ameerjan,"Murali, Suman Ranganathan",null,Ritham Combines,,2,,
106,1991,Rasathi Varum Naal,Rafi,"Nizhalgal Ravi, Kasthuri",null,Raja Durga Combines,/wiki/Rasathi_Varum_Naal,2,Vijay Anand,
107,1991,Padhai Maariya Payanam,A. Balakrishnan,"Sanjay, Veena",null,Libra Cine Arts,,2,,6.1
108,1991,Ponnukku Sethi Vanthachu,G. P. Ravibabu,"Babu, Aishwarya",null,C. N. B. Cine Creations,,2,,
109,1991,Thambi Oorukku Pudhusa,R. Umashankar,"Anandaraj, Selva, Yuvarani",null,M. P. S. Combines,,3,,
110,1991,Aval,J. V. Rukmangadhan,"Rajesh Kumar, Yogapriya",null,Liyo International,,2,,6.2
111,1991,Thayamma,Gopi Bhimsingh,"Pandiyan, Anand Babu, Babu, Baby Radhu",null,B. M. S. Cine Arts,/wiki/Thayamma,4,Ilaiyaraaja,
