,year,title,director,cast,genre,producer,link,music,cast_size,imdb
1,1988,Adhu Antha Kaalam,Valampuri John,"Sarath Babu, Lakshmi, Charan Raj, Rajeev",null,Bhanu Revathi Combines,/wiki/Adhu_Antha_Kaalam,Chandrabose,4,
2,1988,Adimai Vilangu,,,null,,/wiki/Adimai_Vilangu,ISAIVAANAR V.R.SAMBATHSELVAM.,1,6.5
3,1988,Agni Natchathiram,Mani Ratnam,"Prabhu, Karthik, Amala, Nirosha, Vijayakumar, Jayachitra, Sumithra, V. K. Ramasamy, Janagaraj, Thara",null,Sujatha Productions,/wiki/Agni_Natchathiram,Ilaiyaraaja,10,7.7
4,1988,Anbe En Anbe,K. Murali Raj,"Anand, Madhuri",null,Yogalaya Productions,/w/index.php?title=Anbe_En_Anbe_(film)&action=edit&redlink=1,Udhayaraj,2,
5,1988,Annanagar Mudhal Theru,Balu Anand,"Sathyaraj, Ambika, Radha, Anand, Janagaraj, Manorama",null,Vivekanandha Film Circuit,/wiki/Annanagar_Mudhal_Theru,Chandrabose,6,5.4
6,1988,Aval Mella Sirithal,M. N. Jai Sundar,"Murali, Seetha, Madhuri, S. S. Chandran, Chinni Jayanth, Charle",null,Sri Kavitha Cine Arts,/wiki/Aval_Mella_Sirithal,Gangai Amaran,6,
7,1988,Chutti Poonai,,Baby Shalini,null,Lakshmi Raja Films,/w/index.php?title=Chutti_Poonai&action=edit&redlink=1,R. D. Burman,1,6.5
8,1988,Dharmathin Thalaivan,S. P. Muthuraman,"Rajinikanth, Prabhu, Suhasini, Kushboo, V. K. Ramasamy, Charle",null,Dhandayuthapani Films,/wiki/Dharmathin_Thalaivan,Ilaiyaraaja,6,7.0
9,1988,Dhayam Onnu,Selvakumar,"Arjun, Seetha, Rekha, Nishanthi, Madhuri, Saranya, Pallavi, Senthil, V. K. Ramasamy, Manorama, S. S. Chandran",null,V. N. S. Films,/w/index.php?title=Dhayam_Onnu&action=edit&redlink=1,Ilaiyaraaja,11,
10,1988,En Bommukutty Ammavukku,Fazil,"Sathyaraj, Suhasini, Raghuvaran, Rekha, Geetu Mohandas",null,Pavalar Creations,/wiki/En_Bommukutty_Ammavukku,Ilaiyaraaja,5,7.1
11,1988,En Jeevan Paduthu,R. Sundarrajan,"Karthik, Saranya, Pratap K. Pothen, Kapil Dev, Sudha, Manorama, Kovai Sarala, Chinni Jayanth",null,Panchu Associates,/wiki/En_Jeevan_Paduthu,Ilaiyaraaja,8,7.0
12,1988,En Thamizh En Makkal,Santhana Bharathi,"Sivaji Ganesan, Vadivukkarasi, Pallavi, Nizhalgal Ravi, V. K. Ramasamy, S. S. Chandran, Chinni Jayanth",null,Sivaji Productions,/wiki/En_Thamizh_En_Makkal,Gangai Amaran,7,
13,1988,En Thangachi Padichava,P. Vasu,"Prabhu, Rupini, Chithra, Sudha",null,Sree Rajakaali Amman Enterprises,/wiki/En_Thangachi_Padichava,Gangai Amaran,4,
14,1988,En Thangai Kalyani,T. Rajendar,"T. Rajendar, Srividya, Vigdass, Sudha, S. S. Chandran, Venniradai Moorthy, Renuka, Silambarasan",null,Chimbu Cine Arts,/wiki/En_Thangai_Kalyani,T. Rajendar,8,5.3
15,1988,En Uyir Kannamma,Sivachandran,"Prabhu, Radha, Lakshmi, V. K. Ramasamy, S. S. Chandran",null,S. K. S. Film Creations,/wiki/En_Uyir_Kannamma,Ilaiyaraaja,5,5.9
16,1988,En Vazhi Thani Vazhi,V. Azhagappan,"Raghuvaran, Nishanthi, Geetha, S. S. Chandran",null,Rekha Movies,/wiki/En_Vazhi_Thani_Vazhi_(1988_film),Chandrabose,4,5.0
17,1988,Enga Ooru Kavalkaran,T. P. Gajendran,"Ramarajan, Gouthami, S. S. Chandran, Senthil, Kovai Sarala, Y. Vijaya",null,Meenakshi Arts,/wiki/Enga_Ooru_Kavalkaran,Ilaiyaraaja,6,6.6
18,1988,Ennai Vittu Pogaathe,T. K. Bose,"Ramarajan, Sabitha Anand, Radha Ravi, S. S. Chandran, Senthil",null,Shree Kanagadhara Art Films,/wiki/Ennai_Vittu_Pogaathe,Ilaiyaraaja,5,
19,1988,Ganam Courtar Avargale,Manivannan,"Sathyaraj, Ambika, Srividya, Janagaraj",null,Kamala Jothi Combines,/wiki/Ganam_Courtar_Avargale,Devendran,4,
20,1988,Guru Sishyan,S. P. Muthuraman,"Rajinikanth, Prabhu, Gouthami, Seetha, Pandiyan, Cho, Manorama",null,P. A. Art Productions,/wiki/Guru_Sishyan_(1988_film),Ilaiyaraaja,7,7.1
21,1988,Idhu Namma Aalu,Balakumaran,"K. Bhagyaraj, Shobana, J. V. Somayajulu, Manorama, Kumarimuthu",null,Bhagavathi Creations,/wiki/Idhu_Namma_Aalu_(1988_film),K. Bhagyaraj,5,7.3
22,1988,Illam,I. V. Sasi,"Sivakumar, Amala, Chandrasekhar, Y. G. Mahendra",null,M. L. G. Creations,/wiki/Illam_(film),Ilaiyaraaja,4,
23,1988,Irandil Ondru,V. Azhagappan,"Ramki, Nadhiya, Madhuri",null,S. P. T. Films,/wiki/Irandil_Ondru,Ilaiyaraaja,3,
24,1988,Ithu Engal Neethi,S. A. Chandrasekhar,"Ramki, Raadhika, Nizhalgal Ravi, Vani Viswanath, Raja, S. S. Chandran",null,Lalithanjali Fine Arts,/wiki/Ithu_Engal_Neethi,Ilaiyaraaja,6,6.8
25,1988,Ithuthan Arambam,Raj Barath,Pratap K. Pothen,null,Pakshiraja Arts,/w/index.php?title=Ithuthan_Arambam&action=edit&redlink=1,Sankar Ganesh,1,9.2
26,1988,Jadikketha Moodi,Umesh-Prabhakar,"Pandiarajan, Pandiyan, Abhinaya, S. S. Chandran, Kovai Sarala",null,Sri Devi Kala Chithra,/w/index.php?title=Jadikketha_Moodi&action=edit&redlink=1,Hamsalekha,5,6.0
27,1988,Jeeva,Pratap K. Pothen,"Sathyaraj, Amala, Nizhalgal Ravi, Janagaraj, Silk Smitha",null,Sathya Jyothi Films,/wiki/Jeeva_(1988_film),Gangai Amaran,5,6.0
28,1988,Kaalaiyum Neeye Maalaiyum Neeye,R. Sundarrajan,"Vijayakanth, Prabhu, Lakshmi, Raadhika, Rekha, Senthil",null,Poornachandra Arts,/wiki/Kaalaiyum_Neeye_Maalaiyum_Neeye,Devendran,6,
29,1988,Kadarkarai Thaagam,Ilango,"Anand Babu, Lakshmi, Vaishnavi, Nizhalgal Ravi, S. S. Chandran",null,J. J. Enterprises,/wiki/Kadarkarai_Thaagam,Chandrabose,5,
30,1988,Kai Koduppal Karpagambal,S. Jagadeesan,"K. R. Vijaya, Seetha, Rajeev",null,Oaam Selvi Arts,/w/index.php?title=Kai_Koduppal_Karpagambal&action=edit&redlink=1,Sankar Ganesh,3,
31,1988,Kai Naattu,V. C. Guhanathan,"Raghuvaran, Nishanthi, Madhuri, Senthil, Sudhakar, Aruna",null,Suresh Productions,/wiki/Kai_Naattu,Chandrabose,6,6.5
32,1988,Kalicharan,L. Raja,"Karthik, Sripriya, Gouthami, Madhuri, Charan Raj, S. S. Chandran",null,Murali Cine Arts,/wiki/Kalicharan_(1988_film),Chandrabose,6,
33,1988,Kaliyugam,K. Subash,"Prabhu, Raghuvaran, Amala, Geetha, Janagaraj",null,Anandhi Films,/wiki/Kaliyugam_(1988_film),Chandrabose,5,
34,1988,Kalloori Kanavugal,P. J. Mohan,"Kapil Dev, Viji",null,Nava Kavitha Creations,/w/index.php?title=Kalloori_Kanavugal&action=edit&redlink=1,,2,6.5
