,year,title,director,cast,genre,producer,link,music,cast_size,imdb
1,1969,Adimai Penn,K. Shankar,"M. G. Ramachandran, Jayalalithaa, J. P. Chandrababu, Cho, Rajasree, Pandari Bai",null,Em. Gee. Yar. Pictures,/wiki/Adimai_Penn,K. V. Mahadevan,6,7.4
2,1969,Aindhu Laksham,G. Ramakrishnan,"Gemini Ganesan, B. Saroja Devi, Cho, Shylashri, Manorama, Thengai Srinivasan, Sachu",null,Sudha Movies,/wiki/Aindhu_Laksham,S. M. Subbaiah Naidu,7,
3,1969,Akka Thangai,M. A. Thirumugam,"Jaishankar, K. R. Vijaya, Sowcar Janaki, Nagesh, Vijaya Lalitha",null,Dhandayuthapani Films,/wiki/Akka_Thangai,Sankar Ganesh,5,
4,1969,Anbalippu,A. C. Tirulokchandar,"Sivaji Ganesan, Jaishankar, B. Saroja Devi, Vijaya Nirmala, Nagesh, T. R. Ramachandran, Sachu",null,Kamala Movies,/wiki/Anbalippu,M. S. Viswanathan,7,6.2
5,1969,Anjal Petti 520,T. N. Balu,"Sivaji Ganesan, B. Saroja Devi, Nagesh",null,Bharath Movies,/wiki/Anjal_Petti_520,R. Govardhanam,3,
6,1969,Annaiyum Pithavum,Krishnan–Panju,"A. V. M. Rajan, Vanisri, Sivakumar, Lakshmi, Cho, Manorama",null,AVM Productions,/wiki/Annaiyum_Pithavum,M. S. Viswanathan,6,6.2
7,1969,Athai Magal,T. R. Ramanna,"Jaishankar, Vanisri, Nagesh",null,Dhanabhagyam Pictures,/w/index.php?title=Athai_Magal&action=edit&redlink=1,M. S. Viswanathan,3,
8,1969,Avare En Deivam,C. N. Shanmugam,"Gemini Ganesan, K. R. Vijaya, C. R. Vijayakumari, R. Muthuraman",null,Meenakshi Sundareswar Films,/wiki/Avare_En_Deivam,T. R. Pappa,4,
9,1969,Aayiram Poi,V. Srinivasan,"Jaishankar, Vanisri, Cho, Manorama",null,Vidhya Movies,/wiki/Aayiram_Poi,V. Kumar,4,7.0
10,1969,Captain Ranjan,T. P. Sundaram,"Ranjan, Vanaja",null,Film Land Productions,/w/index.php?title=Captain_Ranjan&action=edit&redlink=1,Vedha,2,
11,1969,Chella Penn,K. Krishnamurthy,"Ravichandran, Kanchana, Nagesh",null,K. K. Films,/w/index.php?title=Chella_Penn&action=edit&redlink=1,V. Kumar,3,6.0
12,1969,Deiva Magan,A. C. Tirulokchandar,"Sivaji Ganesan, Jayalalithaa, Pandari Bai, Vijayasree, Nagesh",null,Shanthi Films,/wiki/Deiva_Magan,M. S. Viswanathan,5,7.3
13,1969,Gurudhakshanai,A. P. Nagarajan,"Sivaji Ganesan, Padmini, Jayalalithaa",null,Sri Gajalakshmi Films,/wiki/Gurudhatchanai,Pukazhenthi,3,
14,1969,Iru Kodugal,K. Balachander,"Gemini Ganesan, Sowcar Janaki, Jayanthi, Nagesh",null,Kalakendra Movies,/wiki/Iru_Kodugal,V. Kumar,4,7.1
15,1969,Kanne Pappa,P. Madhavan,"K. R. Vijaya, R. Muthuraman, 'Baby' Rani, C. R. Vijayakumari, M. N. Nambiar, J. P. Chandrababu, Manorama",null,Muthuvel Movies,/wiki/Kanne_Pappa,M. S. Viswanathan,7,
16,1969,Kanni Penn,A. Kasilingam,"Jaishankar, Vanisri, Sivakumar, Lakshmi, Vennira Aadai Nirmala, Cho",null,Sathya Movies,/wiki/Kanni_Penn,M. S. Viswanathan,6,
17,1969,Kaaval Dheivam,K. Vijayan,"Sivaji Ganesan, Sowcar Janaki, Sivakumar, Lakshmi",null,Ambaal Production,/wiki/Kaaval_Dheivam,G. Devarajan,4,
18,1969,Kula Vilakku,K. S. Gopalakrishnan,"Gemini Ganesan, B. Saroja Devi, Nagesh, S. V. Ranga Rao, Rajasulochana, Vijayasree, Sachu",null,Amar Jothi Movies,/w/index.php?title=Kula_Vilakku&action=edit&redlink=1,K. V. Mahadevan,7,5.9
19,1969,Kuzhandai Ullam,Savitri,"Gemini Ganesan, Sowcar Janaki, Vanisri, Thengai Srinivasan, Rama Prabha",null,Sri Savitri Productions,/wiki/Kuzhandai_Ullam,S. P. Kodandapani,5,
20,1969,Magane Nee Vazhga,M. Krishnan,"Jaishankar, Lakshmi, Anjali Devi, Nagesh",null,Subalakshmi Pictures,/w/index.php?title=Magane_Nee_Vazhga&action=edit&redlink=1,T. R. Pappa,4,
21,1969,Mahizampoo,V. T. Arasu,"A. V. M. Rajan,Pushpalatha, Cho, Manorama",null,Shasti Films,/w/index.php?title=Mahizampoo&action=edit&redlink=1,D. B. Ramachandran,4,
22,1969,Manaivi,G. K. Ramu,"Gemini Ganesan, C. R. Vijayakumari, Nagesh, Rama Prabha",null,Navamani Pictures,/w/index.php?title=Manaivi&action=edit&redlink=1,K. V. Mahadevan,4,
23,1969,Manasatchi,T. N. Balu,"Jaishankar, Vanisri, Nagesh",null,Vijaya Balaji Movies,/w/index.php?title=Manasatchi&action=edit&redlink=1,Vedha,3,
24,1969,Mannippu,M. Krishnan,"Jaishankar, A. V. M. Rajan, Lakshmi, Vennira Aadai Nirmala",null,Mohan Productions,/wiki/Mannippu,S. M. Subbaiah Naidu,4,
25,1969,Naangu Killadigal,L. Balu,"Jaishankar, Bharathi, Thengai Srinivasan",null,Modern Theatres,/wiki/Naangu_Killadigal,Vedha,3,
26,1969,Nam Naadu,C. P. Jambulingam,"M. G. Ramachandran, Jayalalithaa, Nagesh",null,Vijaya International,/wiki/Nam_Naadu_(1969_film),M. S. Viswanathan,3,6.6
27,1969,Nil Gavani Kadhali,C. V. Rajendran,"Jaishankar, Bharathi, Jayanthi, Nagesh",null,Reena Films,/wiki/Nil_Gavani_Kadhali,M. S. Viswanathan,4,6.0
28,1969,Nirai Kudam,V. Srinivasan,"Sivaji Ganesan, Vanisri, Cho, R. Muthuraman, Manorama, Thengai Srinivasan, Sachu",null,Muktha Films,/wiki/Nirai_Kudam,V. Kumar,7,6.4
29,1969,Odum Nadhi,Dada Mirasi,"Ravichandran, B. Saroja Devi, Nagesh",null,Sri Chitramahal,/w/index.php?title=Odum_Nadhi&action=edit&redlink=1,M. S. Viswanathan,3,
30,1969,Paal Kudam,Pattu,"A. V. M. Rajan, Lakshmi,Pushpalatha",null,Manijeh Cine Productions,/w/index.php?title=Paal_Kudam&action=edit&redlink=1,Soolamangalam Sisters,3,
31,1969,Pennai Vazha Vidungal,R. Devarajan,"Jaishankar, K. R. Vijaya, Sheela, Nagesh",null,Vijaya Chithra Films,/wiki/Pennai_Vazha_Vidungal,S. M. Subbaiah Naidu,4,4.8
32,1969,Ponnu Mappillai,S. Ramanathan,"Jaishankar, Kanchana, Nagesh, Tambaram Lalitha",null,P. S. V. Pictures,/wiki/Ponnu_Mappillai,Vedha,4,
33,1969,Poova Thalaiya,K. Balachander,"Gemini Ganesan, Jaishankar, Nagesh, S. Varalakshmi, Rajasree, Vennira Aadai Nirmala",null,Arul Films,/wiki/Poova_Thalaiya,M. S. Viswanathan,6,7.8
34,1969,Porchilai,A. V. Francis,"Gemini Ganesan, C. R. Vijayakumari, Vanisri",null,Agathiyam Productions,/w/index.php?title=Porchilai&action=edit&redlink=1,R. Govardhanam,3,6.7
35,1969,Shanti Nilayam,G. S. Mani,"Gemini Ganesan, Kanchana, Nagesh, Vijaya Lalitha",null,Gem Movies,/wiki/Shanti_Nilayam,M. S. Viswanathan,4,6.9
36,1969,Singapore Seeman,M. A. V. Rajendran,"Ravichandran, Rajasree",null,Swarnalakshmi Pictures,/w/index.php?title=Singapore_Seeman&action=edit&redlink=1,Sankar Ganesh,2,
37,1969,Sivandha Mann,C. V. Sridhar,"Sivaji Ganesan, Kanchana, R. Muthuraman, Nagesh",null,Chithralaya Films,/wiki/Sivandha_Mann,M. S. Viswanathan,4,6.7
38,1969,Suba Dhinam,Sreekanth,"R. Muthuraman,Pusphalatha, Jayabharathi, Nagesh",null,Vinayaka Films,/w/index.php?title=Suba_Dhinam&action=edit&redlink=1,K. V. Mahadevan,4,6.8
39,1969,Thalattu,Vipindas,"Rajapandian, Vijayasree, Pushpamala, J. P. Chandrababu, Thengai Srinivasan",null,Thaayar Films,/w/index.php?title=Thalattu_(1969)_film)&action=edit&redlink=1,M. L. Srikanth,5,
