,year,title,director,cast,genre,producer,link,cast_size,music,imdb
1,1994,Amaidhi Padai,Manivannan,"Sathyaraj, Ranjitha, Kasthuri",null,M. R. Films International,/wiki/Amaidhi_Padai,3,Ilaiyaraaja,7.6
2,1994,Mahanadi,Santhana Bharathi,"Kamal Haasan, Sukanya",null,Sree Amman Creations,/wiki/Mahanadi_(film),2,Ilaiyaraaja,8.5
3,1994,Rajakumaran,R. V. Udayakumar,"Prabhu, Meena, Nadhiya",null,Sivaji Productions,/wiki/Rajakumaran_(film),3,Ilaiyaraaja,5.2
4,1994,Ravanan,E. Ramdoss,"Mansoor Ali Khan, Ahana",null,Raj Kennedy Films,/wiki/Ravanan_(1994_film),2,A. K. Vasagan,6.9
5,1994,Sethupathi IPS,P. Vasu,"Vijayakanth, Meena",null,AVM Productions,/wiki/Sethupathi_IPS,2,Ilaiyaraaja,6.8
6,1994,Sindhu Nathi Poo,Senthamizhan,"Ranjith, Rajakumari",null,A. R. S. Film International,/wiki/Sindhu_Nathi_Poo,2,Soundaryan,
7,1994,Siragadikka Aasai,Vijayachandran,"Sivakumar, Vijayakumar, Manjula Vijayakumar, Zeenat",null,Yadhav Productions,/wiki/Siragadikka_Aasai,4,"Manoj Gyan,Manoj Saran",
8,1994,Vaanga Partner Vaanga,Rama Narayanan,"Visu, Radha Ravi, S. S. Chandran, Venniradai Moorthy",null,Azhagar Films,/wiki/Vaanga_Partner_Vaanga,4,Sankar Ganesh,
9,1994,Veetla Visheshanga,K. Bhagyaraj,"K. Bhagyaraj, Pragathi, Suresh",null,Bhagyam Cine Combines,/wiki/Veetla_Visheshanga,3,Ilaiyaraaja,6.6
10,1994,Paasamalargal,Suresh Chandra Menon,"Arvind Swamy, Revathi, Ajith Kumar",null,Tele Photo Films,/wiki/Paasamalargal,3,V. S. Narasimhan,5.2
11,1994,Veettai Paaru Naattai Paaru,Thulasidas,"Sivakumar, Saravanan, Ranjitha, Jayanthi",null,Anbalaya Films,/wiki/Veettai_Paaru_Naattai_Paaru,4,"Deva,composer,Deva",
12,1994,Athiradi Padai,R. K. Selvamani,"Rahman, Roja",null,R. K. Star Productions,/wiki/Athiradi_Padai,2,Ilaiyaraaja,
