,year,title,director,cast,genre,producer,link,cast_size,music,imdb
59,1996,Tata Birla,C. Ranganathan,"Parthiban, Rachana Banerjee, Goundamani",null,Shree Vijayalakshmi Movieland,/wiki/Tata_Birla,3,"Vidyasagar,Vidyasagar",5.5
60,1996,Andha Naal,Vishnu Priyan,"Prem, Raja, Mohini",null,Empire Movies,/wiki/Andha_Naal_(1996_film),3,Soundaryan,7.8
61,1996,Thuraimugam,K. Rajeshwar,"C. Arunpandian, Shobana",null,Megnam Productions,/wiki/Thuraimugam,2,Adithyan,
62,1996,Alexander,K. R.,"Vijayakanth, Sangita",null,P. A. Art Productions,/wiki/Alexander_(1996_film),2,Karthik Raja,6.1
63,1996,Avvai Shanmughi,K. S. Ravikumar,"Kamal Haasan, Meena, Heera",null,Sree Mahalakshmi Combines,/wiki/Avvai_Shanmughi,3,"Deva,Deva",7.9
64,1996,Gokulathil Seethai,Agathiyan,"Karthik, Suvalakshmi",null,Lakshmi Movie Makers,/wiki/Gokulathil_Seethai,2,"Deva,Deva",7.1
65,1996,Kalki,K. Balachander,"Rahman, Shruti, Geetha",null,Kavithalayaa Productions,/wiki/Kalki_(1996_film),3,"Deva,Deva",6.6
66,1996,Mr. Romeo,K. S. Ravi,"Prabhu Deva, Madhubala, Shilpa Shetty",null,Super Good Films,/wiki/Mr._Romeo,3,A. R. Rahman,5.5
67,1996,Nethaji,G. Kicha,"Sarath Kumar, Lisa Ray",null,Kamalam Movies,/wiki/Nethaji,2,"Vidyasagar,Vidyasagar",3.8
68,1996,Panchalankurichi,Seeman,"Prabhu, Madhubala",null,K. B. Films,/wiki/Panchalankurichi_(film),2,"Deva,Deva",
69,1996,Senathipathi,M. Rathnakumar,"Sathyaraj, Soundarya, Sukanya",null,Malar Films,/wiki/Senathipathi,3,"Deva,Deva",5.8
70,1996,Vasantham,T. S. Ravivarman,"Rahman, Nirosha",null,Thirumagal Movieland,,2,S. A. Rajkumar,
71,1996,Gnanapazham,R. P. Vishwam,"K. Bhagyaraj, Sukanya",null,Bagavathi Creations,/wiki/Gnanapazham,2,K. Bhagyaraj,
72,1996,Gopala Gopala,Pandiarajan,"Pandiarajan, Kushboo",null,Roja Combines,/wiki/Gopala_Gopala_(1996_film),2,"Deva,Deva",5.2
73,1996,Poomani,Mu. Kalanjiyam,"Murali, Devayani",null,Aananth Movieland,/wiki/Poomani_(film),2,Ilayaraaja,4.2
74,1996,Purushan Pondatti,N. K. Viswanathan,"Pandiarajan, Ranjitha",null,Sundar Theatres,/wiki/Purushan_Pondatti,2,Sirpy,
75,1996,Selva,A. Venkatesh,"Vijay, Swathi",null,A. R. S. International,/wiki/Selva_(film),2,Sirpy,5.4
76,1996,Pudhiya Ulagam,Ilayavan,"Rioz, Shanthi",null,Fathima Nachiyar Films,,2,,
77,1996,Take It Easy Urvashi,K. K. Rajsirpy,"Vignesh, Amirtha, Rajeshwari",null,Kalai Sirpy,/wiki/Take_It_Easy_Urvashi,3,Soundaryan,
