,year,title,director,cast,genre,producer,link,music,cast_size,imdb
61,1987,Ore Raththam,K. Sornam,"Karthik, Pandiyan, Seetha, Madhuri, M. K. Stalin, Kismu, Manorama",null,Murasu Movies,/wiki/Ore_Raththam,Devendran,7,7.3
62,1987,Oru Thayin Sabhatham,T. Rajendar,"T. Rajendar, Srividya, Nizhalgal Ravi, S. S. Chandran",null,Chimbu Cine Arts,/wiki/Oru_Thayin_Sabhatham,T. Rajendar,4,4.4
63,1987,Paadu Nilave,K. Rangaraj,"Mohan, Nadhiya, Ravichandran, Senthil",null,Krishnalaya Productions,/wiki/Paadu_Nilave,Ilaiyaraaja,4,6.1
64,1987,Paasam Oru Vesham,Jayadevi,"Ranjini, Madhuri, Disco Shanti, Vinu Chakravarthy, Nassar, Thyagu",null,Liberty Films,/w/index.php?title=Paasam_Oru_Vesham&action=edit&redlink=1,Shyam,6,7.5
65,1987,Parisam Pottachu,K. Chozha Rajan,"Karthik, Pandiyan, Ranjini, Madhuri, Senthil, S. S. Chandran",null,Kalaimani Movies,/wiki/Parisam_Pottachu,Manoj Gyan,6,
66,1987,Paruva Ragam,V. Ravichandran,"V. Ravichandran, Juhi Chawla, Jaishankar, Manorama",null,Sri Eswari Productions,/wiki/Paruva_Ragam,Hamsalekha,4,
67,1987,Per Sollum Pillai,S. P. Muthuraman,"Kamal Haasan, Raadhika, K. R. Vijaya, Goundamani, Manorama, Raveendran, Ramya Krishnan",null,AVM Productions,/wiki/Per_Sollum_Pillai,Ilaiyaraaja,7,6.9
68,1987,Pesum Padam,Singeetam Srinivasa Rao,"Kamal Haasan, Amala, Tinnu Anand, P. L. Narayana, Pratap K. Pothen, Farida Jalal",null,Mandakini Chitra,/wiki/Pushpaka_Vimana_(1987_film),L. Vaidyanathan,6,8.6
69,1987,Poo Mazhai Pozhiyudhu,V. Azhagappan,"Vijayakanth, Nadhiya, Suresh",null,Sri Rajakali Amman Movies,/w/index.php?title=Poo_Mazhai_Pozhiyudhu&action=edit&redlink=1,R. D. Burman,3,
70,1987,Poo Poova Poothirukku,V. Azhagappan,"Prabhu, Saritha, Amala, Rajeev, Senthil, Manorama",null,My Productions,/wiki/Poo_Poova_Poothirukku,T. Rajendar,6,
71,1987,Pookkal Vidum Thoodhu,Sreedhar Rajan,"T. Rajendar, Monisha Unni, Harish",null,Sri Sivahari Films,/w/index.php?title=Pookkal_Vidum_Thoodhu&action=edit&redlink=1,T. Rajendar,3,
72,1987,Poove Ilam Poove,Sirumugai Ravi,"Suresh, Nadhiya, Jaishankar, S. S. Chandran, Senthil, Sumithra",null,Vijaya Kala Pictures,/w/index.php?title=Poove_Ilam_Poove&action=edit&redlink=1,Ilaiyaraaja,6,7.2
73,1987,Poovizhi Vasalile,Fazil,"Sathyaraj, Karthika, Baby Sujitha",null,Lakshmi Priya Combines,/wiki/Poovizhi_Vasalile,Ilaiyaraaja,3,7.2
74,1987,Puyal Paadum Pattu,Manivannan,"Raghuvaran, Raadhika",null,Poompuhar Productions,/w/index.php?title=Puyal_Paadum_Pattu&action=edit&redlink=1,Ilaiyaraaja,2,
75,1987,Raja Mariyadhai,Karthick Raghunath,"Sivaji Ganesan, Karthik, Jeevitha, Janagaraj, Senthil, Sadhana",null,Kaiser Creations,/wiki/Raja_Mariyadhai,Sankar Ganesh,6,
76,1987,Rekha,N. Raghav,"Ilavarasan, Sandhya",null,Ashapriya Productions,/w/index.php?title=Rekha_(1987_film)&action=edit&redlink=1,,2,6.0
77,1987,Rettai Vaal Kuruvi,Balu Mahendra,"Mohan, Raadhika, Archana, V. K. Ramasamy, Thengai Srinivasan",null,Saagar Combines,/wiki/Rettai_Vaal_Kuruvi,Ilaiyaraaja,5,6.9
78,1987,Sattam Oru Vilayaattu,S. A. Chandrasekhar,"Vijayakanth, Radha, Ravichandran, Srividya, S. S. Chandran",null,V. V. Creations,/wiki/Sattam_Oru_Vilayaattu,Sankar Ganesh,5,7.5
79,1987,Shankar Guru,L. Raja,"Arjun, Seetha, Sasikala, Baby Shalini, Senthil, Manorama, Y. G. Mahendra",null,AVM Productions,/wiki/Shankar_Guru_(1987_film),Chandrabose,7,
80,1987,Sirai Paravai,Manobala,"Vijayakanth, Raadhika, Baby Shalini, Senthil, Y. Vijaya",null,Manthralaya Cine Creations,/wiki/Sirai_Paravai,Ilaiyaraaja,5,
81,1987,Solvathellam Unmai,Nethaji,"Vijayakanth, Rekha, Jaishankar",null,National Movie Makers,/wiki/Solvathellam_Unmai_(film),Thayanban,3,
82,1987,Thalidhaanam,R. C. Sakthi,"Rajesh, Lakshmi, Jayashree, Y. G. Mahendra",null,Annakkili V. Movies,/w/index.php?title=Thalidhaanam&action=edit&redlink=1,M. S. Viswanathan,4,
83,1987,Thambathyam,K. Vijayan,"Sivaji Ganesan, Ambika, Radha, V. K. Ramasamy, Thulasi, Prasad",null,Kalyani Cine Arts,/wiki/Thambathyam,Manoj Gyan,6,
84,1987,Thangachi,R. Krishnamurthy,"Ramki, Seetha, Pallavi, Radha Ravi, Nizhalgal Ravi, Senthil, S. S. Chandran, Anuradha",null,Rathna Movies,/wiki/Thangachi,S. A. Rajkumar,8,5.9
85,1987,Thaye Neeye Thunai,P. R. Somu,"K. R. Vijaya, Karthik, Pandiyan, Sudha Chandran, Senthil, S. S. Chandran",null,Sri Bhuvaneswari Kala Mandir,/wiki/Thaye_Neeye_Thunai,Sankar Ganesh,6,
86,1987,Theertha Karaiyinile,Manivannan,"Mohan, Rupini, Senthil, Janagaraj, Kovai Sarala",null,Kamala Chithram,/wiki/Theertha_Karaiyinile,Ilayaraja,5,
87,1987,Thirumathi Oru Vegumathi,Visu,"Pandiyan, Visu, Jayashree, Kalpana, S. Ve. Shekher, Nizhalgal Ravi, Kismu",null,Kavithalayaa Productions,/wiki/Thirumathi_Oru_Vegumathi,Sankar Ganesh,7,6.0
