,year,title,director,cast,genre,producer,link,music,cast_size,imdb
20,1971,Needhi Dhevan,R. Devarajan,"Jaishankar, Rajasree, Vennira Aadai Nirmala",null,Kannan Movies,/w/index.php?title=Needhi_Dhevan&action=edit&redlink=1,M. S. Viswanathan,3,
21,1971,Neerum Neruppum,P. Neelakantan,"M. G. Ramachandran, Jayalalithaa, Cho, Manorama",null,Manijeh Cine Productions,/wiki/Neerum_Neruppum,M. S. Viswanathan,4,6.7
22,1971,Nootrukku Nooru,K. Balachander,"Jaishankar, Nagesh, Lakshmi, Vijaya Lalitha, Srividya, Jayakumari",null,Kalakendra Production,/wiki/Nootrukku_Nooru,V. Kumar,6,7.3
23,1971,Oru Thaai Makkal,P. Neelakantan,"M. G. Ramachandran, Jayalalithaa, R. Muthuraman, Udaya Chandrika, Cho",null,Naanjil Productions,/wiki/Oru_Thaai_Makkal,M. S. Viswanathan,5,7.1
24,1971,Pattondru Ketten,S. Raghavan,"Ravichandran, Kanchana, Nagesh",null,Kesavan Films,/wiki/Pattondru_Ketten,V. Kumar,3,
25,1971,Poi Sollathey,L. Balu,"Ravichandran, Rajasree",null,Jothi Chithra Productions,/w/index.php?title=Poi_Sollathey&action=edit&redlink=1,K. V. Mahadevan,2,5.4
26,1971,Praptham,Savitri,"Sivaji Ganesan, Savitri, Chandrakala, Nagesh",null,Sri Savitri Production,/wiki/Praptham,M. S. Viswanathan,4,
27,1971,Pudhiya Vazhkai,C. V. Rajendran,"Jaishankar, Jayabharathi, R. Muthuraman, A. Sakunthala, Nagesh, Sachu",null,Babu Movies,/wiki/Pudhiya_Vazhkai,K.V. Mahadevan,6,
28,1971,Punnagai,K. Balachander,"Gemini Ganesan, Nagesh, R. Muthuraman, Jayanthi, A. Sakunthala",null,Amutham Pictures,/wiki/Punnagai,M. S. Viswanathan,5,7.4
29,1971,Ranga Rattinam,Krishnan–Panju,"Gemini Ganesan, Sowcar Janaki, Ravichandran, K. A. Thangavelu",null,S. J. Films,/wiki/Ranga_Rattinam,V. Kumar,4,
30,1971,Rickshawkaran,M. Krishnan,"M.G. Ramachandran, Manjula, Padmini, Cho, Thengai Srinivasan",null,Sathya Movies,/wiki/Rickshawkaran,M. S. Viswanathan,5,7.4
31,1971,Sabatham,P. Madhavan,"K. R. Vijaya, Ravichandran, Nagesh, T. K. Bhagavathy, Anjali Devi",null,Devanayaki Films,/wiki/Sabatham,G. K. Venkatesh,5,
32,1971,Savaale Samali,Malliyam Rajagopal,"Sivaji Ganesan, Jayalalithaa, Nagesh, C. R. Vijayakumari",null,Malliyam Productions,/wiki/Savaale_Samali,M. S. Viswanathan,4,6.4
33,1971,Sudarum Sooravaliyum,S. R. Puttanna,"Gemini Ganesan, R. Muthuraman, Vennira Aadai Nirmala, Chandra Mohan, Jaya Guhanathan",null,"AVM Productions, Chithramala Combines",/wiki/Sudarum_Sooravaliyum,M. S. Viswanathan,5,
34,1971,Soodhattam,'Madurai' Thirumaran,"Jaishankar, K. R. Vijaya, R. Muthuraman, Cho",null,Manohar Films,/w/index.php?title=Soodhattam&action=edit&redlink=1,M. S. Viswanathan,4,
35,1971,Sumathi En Sundari,C. V. Rajendran,"Sivaji Ganesan, Jayalalithaa, Nagesh, K. A. Thangavelu, Thengai Srinivasan, Sachu",null,Ramkumar Films,/wiki/Sumathi_En_Sundari,M. S. Viswanathan,6,6.7
36,1971,Thanga Gopuram,M. S. Solaimalai,"Jaishankar, Jayalalithaa, Major Sundarrajan, Vennira Aadai Nirmala, Srividya, M. R. R. Vasu, Manorama",null,Mohan Pictures,/wiki/Thanga_Gopuram,S. M. Subbaiah Naidu,7,8.0
37,1971,Thangaikkaaga,D. Yoganand,"Sivaji Ganesan, Vennira Aadai Nirmala, Lakshmi, R. Muthuraman, Nagesh",null,Jupiter Art Movies,/wiki/Thangaikkaaga,M. S. Viswanathan,5,
38,1971,Then Kinnam,K. Krishnamoorthy,"Nagesh, Vijaya Lalitha, V. K. Ramasamy, M. R. R. Vasu, Suruli Rajan, Vijaya Chandrika",null,Sri Chithra Mahal Productions,/wiki/Then_Kinnam,Sankar Ganesh,6,
39,1971,Thenum Paalum,P. Madhavan,"Sivaji Ganesan, Padmini, B. Saroja Devi, Nagesh, Sachu",null,Kasthuri Films,/wiki/Thenum_Paalum,M. S. Viswanathan,5,5.6
40,1971,Therottam,V. T. Arasu,"Gemini Ganesan, Padmini, Cho, Manorama, Sivakumar",null,Shasti Films,/wiki/Therottam,S. M. Subbaiah Naidu,5,
41,1971,Thirumagal,T. R. Raghunath,"Gemini Ganesan, Padmini, A. V. M. Rajan, Lakshmi, Nagesh, Sivakumar, M. Bhanumathi",null,Govindarajaa Films,/wiki/Thirumagal,K. V. Mahadevan,7,
42,1971,Thulli Odum Pullimaan,A. B. Raj,"Ravichandran, Lakshmi, Thengai Srinivasan, M. A. Radhika",null,Nadarajan Pictures,/w/index.php?title=Thulli_Odum_Pullimaan&action=edit&redlink=1,K. V. Mahadevan,4,
43,1971,Uttharavindri Ulle Vaa,N. C. Chakravarthy,"Ravichandran, Kanchana, Nagesh, Rama Prabha, Thengai Srinivasan, Venniradai Moorthy, Sachu",null,Chitralaya Pictures,/wiki/Uttharavindri_Ulle_Vaa,M. S. Viswanathan,7,6.4
44,1971,Uyir,Somasundar,"R. Muthuraman, B. Saroja Devi, Lakshmi",null,T. V. S. Productions,/w/index.php?title=Uyir_(1971_film)&action=edit&redlink=1,R. Sridhar,3,
45,1971,Veettukoru Pillai,T. R. Ramanna,"Jaishankar, Ushanandini, Nagesh",null,Raman Pictures,/w/index.php?title=Veettukoru_Pillai&action=edit&redlink=1,M. S. Viswanathan,3,
46,1971,Veguli Penn,S. S. Devadas,"Gemini Ganesan, Devika, R. Muthuraman, Vennira Aadai Nirmala, Nagesh, M. A. Radhika, Sachu",null,Jennat Combines,/wiki/Veguli_Penn,V. Kumar,7,
47,1971,Yaanai Valartha Vaanampadi Magan,P. Subramaniam,"Gemini Ganesan, Rajasree, Master Prabhakar, 'Baby' Sridevi",null,Neelaa Productions,/wiki/Aana_Valarthiya_Vanampadiyude_Makan,K. V. Mahadevan,4,
