,year,title,director,cast,genre,producer,link,cast_size,music,imdb
1,1989,Aararo Aariraro,K. Bhagyaraj,"K. Bhagyaraj, Bhanupriya, Manorama, Jai Ganesh",null,Shantanoo Cine Combines,/wiki/Aararo_Aariraro,4,K. Bhagyaraj,6.7
2,1989,Anbu Kattalai,Yaar Kannan,"Ramarajan, K. R. Vijaya, Pallavi, Goundamani, Senthil,",null,Sri Gayathri Cine Arts,/wiki/Anbu_Kattalai,6,Ilaiyaraaja,
3,1989,Andru Peytha Mazhaiyil,Ashok Kumar,"Sarath Babu, Silk Smitha, Saranya, Y. G. Mahendra",null,Film Merchants International,/wiki/Andru_Peytha_Mazhaiyil,4,Thayanban,
4,1989,Annakili Sonna Kathai,S. Devarajan,"Sathyaraj, Sudha Rani, Malaysia Vasudevan, Kamala Kamesh",null,Sri Ananda Lakshmi Fim Combines,/wiki/Annakili_Sonna_Kathai,4,,7.0
5,1989,Annanukku Jai,Gangai Amaran,"Arjun, Seetha, Kiruthika, Venniradai Moorthy, Chinni Jayanth, Charle",null,Sri Vijaya Jagathambal Films,/wiki/Annanukku_Jai,6,Ilaiyaraaja,
6,1989,Apoorva Sagodharargal,Singeetam Srinivasa Rao,"Kamal Haasan, Gouthami, Srividya, Rupini, Janagaraj, Manorama",null,Raaj Kamal Films International,/wiki/Apoorva_Sagodharargal_(1989_film),6,Ilaiyaraaja,8.3
7,1989,Athaimadi Methaiadi,K. S. Gopalakrishnan,"K. S. G. Venkatesh, Pallavi, Ilavarasi, S. S. Chandran, Prameela",null,C. R. Production,/wiki/Athaimadi_Methaiadi,5,S.R.Vasu,
8,1989,Chinna Chinna Aasaigal,Muktha S. Sundar,"Pandiarajan, Rasika, S. S. Chandran",null,Muktha Films,/wiki/Chinna_Chinna_Aasaigal,3,"Chandrabose,Chandrabose",
9,1989,Chinnappadass,C. V. Rajendran,"Sathyaraj, Radha, S. S. Chandran, Kuyili",null,Seethalakshmi Art Films,/wiki/Chinnappadass,4,Ilaiyaraaja,6.2
10,1989,Dharma Devan,A. L. N. Mohan,"Rajesh, Nizhalgal Ravi, Murali, B. Saroja Devi, Divya[disambiguation needed], Indira, S. S. Chandran, Manorama, Vinu Chakravarthy, Malaysia Vasudevan, Venniradai Moorthy, Chinni Jayanth, Disco Shanti, Charle",null,Yovana Sasivarnam Combines,/w/index.php?title=Dharma_Devan&action=edit&redlink=1,14,,
11,1989,Dharmam Vellum,K. Rangaraj,"Vijayakanth, Sujatha, Gouthami, Rohini, S. S. Chandran, Senthil, Kovai Sarala",null,Kala Chithra,/w/index.php?title=Dharmam_Vellum&action=edit&redlink=1,7,,
12,1989,Dilli Babu,Chitralaya Gopu,"Pandiarajan, Seetha, Yamuna, S. S. Chandran, Chinni Jayanth, Disco Shanti, Kovai Sarala",null,Vasan Brothers,/w/index.php?title=Dilli_Babu&action=edit&redlink=1,7,,
13,1989,Dravidan,R. Krishnamoorthy,"Sathyaraj, Ambika, Vidhyashree, Jaishankar, Srividya, Suparna Anand, Monisha Unni, S. S. Chandran",null,Suresh Arts,/wiki/Dravidan_(1989_film),8,M.S.Viswanathan,3.9
14,1989,Ellame En Thangachi,Bala Ganesh,"Pandiarajan, Ramki, Nishanthi, Raasi, S. S. Chandran",null,Sri Dhandapani Creations,/w/index.php?title=Ellame_En_Thangachi&action=edit&redlink=1,5,,
15,1989,En Arumai Manaivi,Jai Kumar,"K. R. Vijaya, Jai Kumar, Rajyalakshmi, Sabitha Anand, Goundamani, Disco Shanti, Loose Mohan, Senthamarai, Idichapuli Selvaraj, Oru Viral Krishna Rao, Gandhimathi",null,Manoranjitham Pictures,/w/index.php?title=En_Arumai_Manaivi&action=edit&redlink=1,11,,
16,1989,En Kanavar,Ashwini Kumar,"Ramki, Nirosha, Raghuvaran",null,Sri Thennakudi Mariamman Films,/w/index.php?title=En_Kanavar_(1989_film)&action=edit&redlink=1,3,,4.8
17,1989,En Purushanthaan Enakku Mattumthaan,Manobala,"Vijayakanth, Suhasini, Rekha, Janagaraj, V. K. Ramasamy",null,Manthralaya Cine Creations,/wiki/En_Purushanthaan_Enakku_Mattumthaan,5,Ilaiyaraaja,5.7
18,1989,En Rathathin Rathame,K. VijayanSundar K. Vijayan,"K. Bhagyaraj, Meenakshi Seshadri, Janagaraj",null,Sujatha Cine Arts,/wiki/En_Rathathin_Rathame,3,Shankar Ganesh,
19,1989,En Thangai,A. Jagannathan,"Arjun, Gouthami, Vaishnavi, S. S. Chandran, Kuyili, Charle",null,Sathya Movies,/wiki/En_Thangai_(1989_film),6,S. A. Rajkumar,
20,1989,Enga Annan Varattum,R. Krishnamoorthy,"Arjun, Rupini, Aruna, Senthil",null,Sri Rajakali Amman Enterprises,/w/index.php?title=Enga_Annan_Varattum&action=edit&redlink=1,4,,
21,1989,Enga Ooru Mappillai,T. P. Gajendran,"Ramarajan, Gouthami, Goundamani, Senthil, Kovai Sarala, Kuyili",null,Citzen Film,/wiki/Enga_Ooru_Mappillai,6,Ilaiyaraaja,4.3
22,1989,Enga Veettu Deivam,T. R. Ramesh-Nandha Kumar,"Nizhalgal Ravi, Pallavi, S. S. Chandran, Chithra, Sathyakala, Kovai Sarala",null,Saroj Movie International,/w/index.php?title=Enga_Veettu_Deivam&action=edit&redlink=1,6,,
23,1989,Enne Petha Raasa,Siraaj,"Ramarajan, Rupini, Srividya, Rajkiran, Goundamani, Vinu Chakravarthy, Senthil",null,Redsun Art Creations,/wiki/Enne_Petha_Raasa,7,Ilaiyaraaja,5.2
24,1989,Idhaya Dheepam,B. Nithyanandam,"Mohan, Rekha, Nizhalgal Ravi, Chinni Jayanth, Kovai Sarala, Charle",null,Manju Cine Creation,/w/index.php?title=Idhaya_Dheepam&action=edit&redlink=1,6,,
25,1989,Idhu Unga Kudumbam,S. Umesh,"Raghuvaran, Raadhika, Urvashi",null,Sri Devi Kala Chitra,/wiki/Idhu_Unga_Kudumbam,3,Hamsalekha,
26,1989,Kaalathai Vendravan,Mohan Gandhiram,M. G. Ramachandran,null,Bharath Cine Creations,/w/index.php?title=Kaalathai_Vendravan&action=edit&redlink=1,1,,8.1
27,1989,Kaaval Poonaigal,Kalippuli G. Sekharan,"Raadhika, Nizhalgal Ravi, Bhanu Chander, Manjula",null,Renuka Distributors,/w/index.php?title=Kaaval_Poonaigal&action=edit&redlink=1,4,,3.5
28,1989,Kadhal Enum Nadhiyinile,M. K. I. Sukumaran,"Seetha, Pandiyan, Shankar",null,J. A. Movie Combines,/wiki/Kadhal_Enum_Nadhiyinile,3,Manoj Gyan,
29,1989,Kai Veesamma Kai Veesu,Vinodh,"Raadhika, Murali, Nirosha, Rajyalakshmi, S. S. Chandran, Kovai Sarala, Chinni Jayanth",null,M. B. C. Arts,/wiki/Kai_Veesamma_Kai_Veesu,7,Illayaraja,
30,1989,Kakka Kadi,N. S. Ramesh Khanna,"Pandiarajan, Rekha",null,Rajan Movies,/w/index.php?title=Kakka_Kadi&action=edit&redlink=1,2,,6.2
31,1989,Karagattakaran,Gangai Amaran,"Ramarajan, Kanaka, Chandrasekhar, Goundamani, Senthil, Kovai Sarala",null,Vijaya Movies,/wiki/Karagattakaran,6,Ilaiyaraaja,6.7
32,1989,Kutravali,L. Raja,"Raghuvaran, Charan Raj, Rekha, Devi Lalitha, Nizhalgal Ravi",null,Sujatha Cine Arts,/wiki/Kutravali,5,"Chandrabose,Chandrabose",
33,1989,Manandhal Mahadevan,Rama Narayanan,"S. Ve. Shekher, Pallavi, Janagaraj, S. S. Chandran, Kovai Sarala, Kuyili",null,Murali Cine Arts,/w/index.php?title=Manandhal_Mahadevan&action=edit&redlink=1,6,,
34,1989,Manasukketha Maharasa,Deenadayal,"Ramarajan, Seetha, Nizhalgal Ravi, Madhuri, Goundamani, Senthil",null,Irusaar Amman Movies,/wiki/Manasukketha_Maharasa,6,"Deva,Deva",
35,1989,Manidhan Marivittan,Manivannan,"Mohan, Chithra, Janagaraj, Vinu Chakravarthy, Ganthimathi, Chinni Jayanth, Charle",null,Kamala Jothi Combines,,7,,
36,1989,Mappillai,Rajasekhar,"Rajinikanth, Amala, Srividya, Jaishankar, S. S. Chandran",null,Geetha Arts,/wiki/Mappillai_(1989_film),5,Ilaiyaraaja,6.8
