,year,title,director,cast,genre,producer,link,cast_size,music,imdb
1,2009,A Aa E Ee,D. Sabapathy,"Navdeep, Monica, Aravind Akash, Saranya Mohan",Comedy,,/wiki/A_Aa_E_Ee_(2009_Tamil_film),4,Vijay Antony,5.7
2,2009,Villu,Prabhu Deva,"Vijay, Nayantara",Action,,/wiki/Villu_(film),2,Devi Sri Prasad,3.3
3,2009,Kadhalna Summa Illai,Ilankannan,"Ravi Krishna, Sharwanand, Kamalinee Mukherjee",Drama,,/wiki/Kadhalna_Summa_Illai,3,,
4,2009,Padikathavan,Suraj,"Dhanush, Tamannaah",Action,,/wiki/Padikkadavan_(2009_film),2,Mani Sharma,4.9
5,2009,Vennila Kabadi Kuzhu,Suseenthiran,"Vishnu Vishal, Saranya Mohan, Kishore",Drama,,/wiki/Vennila_Kabadi_Kuzhu,3,V. Selvaganesh,7.3
6,2009,Gaja,Ganapathy,"V. N. R, Akshaya",Drama,,,2,,
7,2009,Satrumun Kidaitha Thagaval,Bhuvanai Kannan,"Kanal Kannan, Bharathi, Kushboo",Thriller,,/wiki/Satrumun_Kidaitha_Thagaval,3,Bala,9.2
8,2009,Naan Kadavul,Bala,"Arya, Pooja",Drama,,/wiki/Naan_Kadavul,2,Ilaiyaraaja,7.7
9,2009,Pettarasu,Saravana,"Saravana, Saranya",Drama,,,2,,5.7
10,2009,Kudiyarasu,Sabir Hussain,"Vignesh, Sabarna Anand, Neepa, K. Suresh Kannan",Action Thriller,,/wiki/Kudiyarasu,4,Karthik Raja,
11,2009,Perumal,Vincent Selva,"Sundar C., Meenakshi, Namitha",Action,,/wiki/Perumal_(film),3,Srikanth Deva,2.8
12,2009,Siva Manasula Sakthi,M. Rajesh,"Jiiva, Anuya",Romantic Comedy,,/wiki/Siva_Manasula_Sakthi,2,Yuvan Shankar Raja,7.1
13,2009,Laadam,Prabu Solomon,"Charmy Kaur, Aravindhan",Gangster Thriller,,/wiki/Laadam,2,"Dharan,Dharan",5.9
14,2009,TN 07 AL 4777,A. Lakshmikanthan,"Pasupathy, Ajmal Ameer, Simran, Meenakshi",Thriller,,/wiki/TN_07_AL_4777,4,Vijay Antony,7.4
15,2009,Iru Nadhigal,Chanakyan,"Jayanth, Sujibala",Comedy-drama,,/wiki/Iru_Nadhigal,2,J. K. Selva,6.3
16,2009,Thee,G. Kicha,"Sundar C., Ragini, Namitha",Action,,/wiki/Thee_(2009_film),3,Srikanth Deva,6.7
17,2009,1977,G. N. Dinesh Kumar,"Sarath Kumar, Farzana, Namitha",Action,,/wiki/1977_(film),3,,
18,2009,Aarupadai,K. P. Sarvatheerthavan,"Guru, Asha",Thriller,,/wiki/Aarupadai,2,Aalwarshree,5.7
19,2009,Innoruvan,S. T. Gunasekaran,"Adithya, Manoha",Comedy Drama,,/wiki/Innoruvan,2,Aadhish Uthriyan,8.0
20,2009,Yavarum Nalam,Vikram Kumar,"R. Madhavan, Neetu Chandra",Horror,,/wiki/Yavarum_Nalam,2,"Plainlist,Shankar,Ehsaan,Loy,Tubby Parik",7.3
21,2009,Kanchivaram,Priyadarshan,"Prakash Raj, Shriya Reddy, Shammu",Drama,,/wiki/Kanchivaram,3,M. G. Sreekumar,8.1
22,2009,Adada Enna Azhagu,T. M. Jayamurugan,"Jai Akash, Nicole",Romance,,/wiki/Adada_Enna_Azhagu,2,"T. M. Jayamurugan,Jeevan Thomas",
23,2009,Aadatha Aattamellam,A. B. Azhagar,"Ravi Ganesh, Bharathi",Drama,,/wiki/Aadatha_Aattamellam,2,A. R. Reihana,9.2
24,2009,Nesikkiren,Nesamanavan,Ranjith,Drama,,,1,,5.4
25,2009,Pattalam,Rohan Krishna,"Nadhiya, Balaji Balakrishnan, Irfan, Deepthi Nambiar",Drama,,/wiki/Pattalam_(2009_film),4,"Jassie Gift,Sabesh,Murali",5.4
26,2009,Ayan,K. V. Anand,"Suriya, Tamannaah",Action Thriller,,/wiki/Ayan_(film),2,Harris Jayaraj,7.4
27,2009,Ananda Tandavam,Gandhi Krishna,"Siddharth Venugopal, Tamannaah, Rukmini Vijayakumar",Romance,,/wiki/Ananda_Tandavam,3,G. V. Prakash Kumar,4.5
28,2009,Naalai Namadhe,Vinayan,"Sharwanand, Sanusha, Pradeep",Drama,,/wiki/Naalai_Namadhe_(2009_film),3,Ramani Bharadwaj,7.8
29,2009,Karthik Anitha,Srihari,"Rathan Trivikrama, Manju",Romance,,/wiki/Karthik_Anitha,2,Jack Anand,
30,2009,Naal Natchathiram,C. N. P. Sakthi,"S. Sanjey, Krishna Sri",Drama,,/wiki/Naal_Natchathiram,2,R. Rajpavan,6.9
31,2009,Enga Raasi Nalla Raasi,Ravi Raja,"Murali, Vishwa, Reethima Vishwa",Comedy,,/wiki/Enga_Raasi_Nalla_Raasi,3,"Deva,Deva",
32,2009,Guru En Aalu,Selva,"R. Madhavan, Abbas, Mamta Mohandas",Romantic Comedy,,/wiki/Guru_En_Aalu,3,Srikanth Deva,4.2
33,2009,Kunguma Poovum Konjum Puravum,Rajamohan,"Ramakrishna, Dhaksana",Romance,,/wiki/Kunguma_Poovum_Konjum_Puravum,2,Yuvan Shankar Raja,6.5
34,2009,Mariyadhai,Vikraman,"Vijayakanth, Meena, Meera Jasmine",Action,,/wiki/Mariyadhai,3,Vijay Antony,4.6
35,2009,Ilampuyal,K. S. Thurai,"Vashanth Sellathurai, Poornitha",Action,,/wiki/Ilampuyal,2,,6.9
36,2009,Meipporul,"Natty Kumar, Krish Bala","Krish Bala, Anusha",Thriller,,/wiki/Meipporul,2,"Rahul Atul,Aub Delane,Ponch Satrio,Nandha Swamee,John Mazzei",6.5
37,2009,Newtonin Moondram Vidhi,Thai Muthuselvam,"S. J. Surya, Sayali Bhagat, Rajiv Krishna",Action,,/wiki/Newtonin_Moondram_Vidhi,3,"F. S. Faizal,Vinay",6.5
